period,source,wave,question_text,answer_text,demo_category,demo_value,percentage,n_size
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ קשת 12,כללי,סהכ,19.05,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ קשת 12,כללי,סהכ,33.33,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ קשת 12,כללי,סהכ,18.64,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ קשת 12,כללי,סהכ,23.08,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ קשת 12,כללי,סהכ,2.82,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ קשת 12,כללי,סהכ,4.26,
סוף שבוע,שילוב,גל 17 במאי,רייטינג ימי שבת 20:00-21:00,ערוץ רשת 13,כללי,סהכ,7.03,
סוף שבוע,שילוב,גל 31 במאי,רייטינג ימי שבת 20:00-21:00,ערוץ רשת 13,כללי,סהכ,10.21,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ רשת 13,כללי,סהכ,8.65,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ רשת 13,מגדר,גברים,7.84,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ רשת 13,מגדר,נשים,9.49,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ רשת 13,גיל,18-29,7.49,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ רשת 13,גיל,30-49,9.4,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ רשת 13,גיל,50+,8.65,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ רשת 13,השכלה,נמוכה,8.16,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ רשת 13,השכלה,בינונית,8.47,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ רשת 13,השכלה,גבוהה,8.77,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ רשת 13,הכנסה,מתחת לממוצע,7.36,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ רשת 13,הכנסה,ממוצעת,12.28,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ רשת 13,הכנסה,מעל לממוצע,8.52,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ רשת 13,דת,חילוני,8.5,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ רשת 13,דת,מסורתי,11.29,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ רשת 13,דת,דתי,5.13,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ רשת 13,דת,חרדי,0,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ רשת 13,מחוז,ירושלים,5.56,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ רשת 13,מחוז,צפון,12.94,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ רשת 13,מחוז,חיפה,5.66,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ רשת 13,מחוז,מרכז,9.85,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ רשת 13,מחוז,תל אביב,9.47,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ רשת 13,מחוז,דרום,7.3,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ רשת 13,מחוז,"יו""ש",6.98,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ רשת 13,כללי,סהכ,12.56,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ רשת 13,כללי,סהכ,9.47,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ רשת 13,כללי,סהכ,8.96,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ רשת 13,כללי,סהכ,4.35,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ רשת 13,כללי,סהכ,9.52,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ רשת 13,כללי,סהכ,0,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ רשת 13,כללי,סהכ,15.25,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ רשת 13,כללי,סהכ,7.69,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ רשת 13,כללי,סהכ,2.82,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ רשת 13,כללי,סהכ,0,
סוף שבוע,שילוב,גל 17 במאי,רייטינג ימי שבת 20:00-21:00,ערוץ עכשיו 14,כללי,סהכ,5.27,
סוף שבוע,שילוב,גל 31 במאי,רייטינג ימי שבת 20:00-21:00,ערוץ עכשיו 14,כללי,סהכ,4.68,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ עכשיו 14,כללי,סהכ,4.97,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ עכשיו 14,מגדר,גברים,6.36,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ עכשיו 14,מגדר,נשים,3.53,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ עכשיו 14,גיל,18-29,5.29,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ עכשיו 14,גיל,30-49,4.27,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ עכשיו 14,גיל,50+,5.48,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ עכשיו 14,השכלה,נמוכה,7.14,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ עכשיו 14,השכלה,בינונית,7.91,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ עכשיו 14,השכלה,גבוהה,3.85,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ עכשיו 14,הכנסה,מתחת לממוצע,5.35,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ עכשיו 14,הכנסה,ממוצעת,8.33,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ עכשיו 14,הכנסה,מעל לממוצע,3.28,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ עכשיו 14,דת,חילוני,3.92,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ עכשיו 14,דת,מסורתי,6.77,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ עכשיו 14,דת,דתי,4.27,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ עכשיו 14,דת,חרדי,5.13,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ עכשיו 14,מחוז,ירושלים,6.67,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ עכשיו 14,מחוז,צפון,5.88,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ עכשיו 14,מחוז,חיפה,6.6,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ עכשיו 14,מחוז,מרכז,5.84,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ עכשיו 14,מחוז,תל אביב,5.79,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ עכשיו 14,מחוז,דרום,0.73,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ עכשיו 14,מחוז,"יו""ש",0,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ עכשיו 14,כללי,סהכ,4.83,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ עכשיו 14,כללי,סהכ,6.32,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ עכשיו 14,כללי,סהכ,5.97,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ עכשיו 14,כללי,סהכ,4.35,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ עכשיו 14,כללי,סהכ,4.76,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ עכשיו 14,כללי,סהכ,0,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ עכשיו 14,כללי,סהכ,3.39,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ עכשיו 14,כללי,סהכ,3.85,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ עכשיו 14,כללי,סהכ,2.82,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ עכשיו 14,כללי,סהכ,6.38,
סוף שבוע,שילוב,גל 17 במאי,רייטינג ימי שבת 20:00-21:00,ערוץ i24news (אפיק 15),כללי,סהכ,5.05,
סוף שבוע,שילוב,גל 31 במאי,רייטינג ימי שבת 20:00-21:00,ערוץ i24news (אפיק 15),כללי,סהכ,5.32,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ i24news (אפיק 15),כללי,סהכ,5.19,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ i24news (אפיק 15),מגדר,גברים,6.36,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ i24news (אפיק 15),מגדר,נשים,3.97,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ i24news (אפיק 15),גיל,18-29,5.29,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ i24news (אפיק 15),גיל,30-49,2.85,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ i24news (אפיק 15),גיל,50+,7.49,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ i24news (אפיק 15),השכלה,נמוכה,7.14,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ i24news (אפיק 15),השכלה,בינונית,6.21,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ i24news (אפיק 15),השכלה,גבוהה,4.62,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ i24news (אפיק 15),הכנסה,מתחת לממוצע,5.35,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ i24news (אפיק 15),הכנסה,ממוצעת,8.33,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ i24news (אפיק 15),הכנסה,מעל לממוצע,3.28,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ i24news (אפיק 15),דת,חילוני,5.01,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ i24news (אפיק 15),דת,מסורתי,7.74,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ i24news (אפיק 15),דת,דתי,0.85,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ i24news (אפיק 15),דת,חרדי,0,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ i24news (אפיק 15),מחוז,ירושלים,5.56,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ i24news (אפיק 15),מחוז,צפון,7.06,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ i24news (אפיק 15),מחוז,חיפה,4.72,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ i24news (אפיק 15),מחוז,מרכז,5.11,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ i24news (אפיק 15),מחוז,תל אביב,5.79,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ i24news (אפיק 15),מחוז,דרום,3.65,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ i24news (אפיק 15),מחוז,"יו""ש",4.65,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ i24news (אפיק 15),כללי,סהכ,6.76,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ i24news (אפיק 15),כללי,סהכ,7.37,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ i24news (אפיק 15),כללי,סהכ,2.24,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ i24news (אפיק 15),כללי,סהכ,7.83,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ i24news (אפיק 15),כללי,סהכ,0,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ i24news (אפיק 15),כללי,סהכ,0,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ i24news (אפיק 15),כללי,סהכ,0,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ i24news (אפיק 15),כללי,סהכ,6.41,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ i24news (אפיק 15),כללי,סהכ,2.82,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוץ i24news (אפיק 15),כללי,סהכ,2.13,
סוף שבוע,שילוב,גל 17 במאי,רייטינג ימי שבת 20:00-21:00,ערוצים אחרים,כללי,סהכ,8.57,
סוף שבוע,שילוב,גל 31 במאי,רייטינג ימי שבת 20:00-21:00,ערוצים אחרים,כללי,סהכ,7.87,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוצים אחרים,כללי,סהכ,8.22,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוצים אחרים,מגדר,גברים,11.23,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוצים אחרים,מגדר,נשים,5.08,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוצים אחרים,גיל,18-29,5.73,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוצים אחרים,גיל,30-49,7.41,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוצים אחרים,גיל,50+,10.66,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוצים אחרים,השכלה,נמוכה,10.2,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוצים אחרים,השכלה,בינונית,3.95,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוצים אחרים,השכלה,גבוהה,9.08,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוצים אחרים,הכנסה,מתחת לממוצע,8.36,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוצים אחרים,הכנסה,ממוצעת,10.96,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוצים אחרים,הכנסה,מעל לממוצע,7.21,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוצים אחרים,דת,חילוני,10.24,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוצים אחרים,דת,מסורתי,8.06,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוצים אחרים,דת,דתי,3.42,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוצים אחרים,דת,חרדי,0,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוצים אחרים,מחוז,ירושלים,12.22,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוצים אחרים,מחוז,צפון,7.06,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוצים אחרים,מחוז,חיפה,9.43,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוצים אחרים,מחוז,מרכז,6.57,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוצים אחרים,מחוז,תל אביב,9.47,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוצים אחרים,מחוז,דרום,7.3,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוצים אחרים,מחוז,"יו""ש",6.98,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוצים אחרים,כללי,סהכ,8.7,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוצים אחרים,כללי,סהכ,14.74,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוצים אחרים,כללי,סהכ,5.97,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוצים אחרים,כללי,סהכ,6.96,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוצים אחרים,כללי,סהכ,4.76,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוצים אחרים,כללי,סהכ,0,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוצים אחרים,כללי,סהכ,5.08,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוצים אחרים,כללי,סהכ,3.85,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוצים אחרים,כללי,סהכ,7.04,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 20:00-21:00,ערוצים אחרים,כללי,סהכ,4.26,
סוף שבוע,שילוב,גל 17 במאי,רייטינג ימי שבת 21:00-23:00,ערוץ כאן 11,כללי,סהכ,27.03,
סוף שבוע,שילוב,גל 31 במאי,רייטינג ימי שבת 21:00-23:00,ערוץ כאן 11,כללי,סהכ,8.51,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 21:00-23:00,ערוץ כאן 11,כללי,סהכ,17.62,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 21:00-23:00,ערוץ כאן 11,מגדר,גברים,16.53,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 21:00-23:00,ערוץ כאן 11,מגדר,נשים,18.76,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 21:00-23:00,ערוץ כאן 11,גיל,18-29,18.06,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 21:00-23:00,ערוץ כאן 11,גיל,30-49,15.1,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 21:00-23:00,ערוץ כאן 11,גיל,50+,19.88,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 21:00-23:00,ערוץ כאן 11,השכלה,נמוכה,13.27,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 21:00-23:00,ערוץ כאן 11,השכלה,בינונית,20.34,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 21:00-23:00,ערוץ כאן 11,השכלה,גבוהה,17.54,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 21:00-23:00,ערוץ כאן 11,הכנסה,מתחת לממוצע,16.39,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 21:00-23:00,ערוץ כאן 11,הכנסה,ממוצעת,18.86,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 21:00-23:00,ערוץ כאן 11,הכנסה,מעל לממוצע,19.02,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 21:00-23:00,ערוץ כאן 11,דת,חילוני,18.52,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 21:00-23:00,ערוץ כאן 11,דת,מסורתי,17.1,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 21:00-23:00,ערוץ כאן 11,דת,דתי,19.66,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 21:00-23:00,ערוץ כאן 11,דת,חרדי,5.13,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 21:00-23:00,ערוץ כאן 11,מחוז,ירושלים,20,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 21:00-23:00,ערוץ כאן 11,מחוז,צפון,18.82,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 21:00-23:00,ערוץ כאן 11,מחוז,חיפה,16.04,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 21:00-23:00,ערוץ כאן 11,מחוז,מרכז,15.69,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 21:00-23:00,ערוץ כאן 11,מחוז,תל אביב,21.05,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 21:00-23:00,ערוץ כאן 11,מחוז,דרום,15.33,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 21:00-23:00,ערוץ כאן 11,מחוז,"יו""ש",18.6,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 21:00-23:00,ערוץ כאן 11,כללי,סהכ,19.32,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 21:00-23:00,ערוץ כאן 11,כללי,סהכ,18.42,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 21:00-23:00,ערוץ כאן 11,כללי,סהכ,19.4,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 21:00-23:00,ערוץ כאן 11,כללי,סהכ,13.91,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 21:00-23:00,ערוץ כאן 11,כללי,סהכ,23.81,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 21:00-23:00,ערוץ כאן 11,כללי,סהכ,0,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 21:00-23:00,ערוץ כאן 11,כללי,סהכ,20.34,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 21:00-23:00,ערוץ כאן 11,כללי,סהכ,20.51,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 21:00-23:00,ערוץ כאן 11,כללי,סהכ,14.08,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 21:00-23:00,ערוץ כאן 11,כללי,סהכ,6.38,
סוף שבוע,שילוב,גל 17 במאי,רייטינג ימי שבת 21:00-23:00,ערוץ קשת 12,כללי,סהכ,12.97,
סוף שבוע,שילוב,גל 31 במאי,רייטינג ימי שבת 21:00-23:00,ערוץ קשת 12,כללי,סהכ,25.32,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 21:00-23:00,ערוץ קשת 12,כללי,סהכ,19.24,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 21:00-23:00,ערוץ קשת 12,מגדר,גברים,16.31,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 21:00-23:00,ערוץ קשת 12,מגדר,נשים,22.3,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 21:00-23:00,ערוץ קשת 12,גיל,18-29,15.86,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 21:00-23:00,ערוץ קשת 12,גיל,30-49,15.38,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 21:00-23:00,ערוץ קשת 12,גיל,50+,25.36,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 21:00-23:00,ערוץ קשת 12,השכלה,נמוכה,16.33,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 21:00-23:00,ערוץ קשת 12,השכלה,בינונית,20.9,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 21:00-23:00,ערוץ קשת 12,השכלה,גבוהה,19.23,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 21:00-23:00,ערוץ קשת 12,הכנסה,מתחת לממוצע,20.4,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 21:00-23:00,ערוץ קשת 12,הכנסה,ממוצעת,20.18,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שבת 21:00-23:00,ערוץ קשת 12,הכנסה,מעל לממוצע,20.33,
